TIME,CURRENCY,USD_PRICE,USD_NET_REVENUE
2023-08-01T09:25:58Z,USD,179.9900000000,189.8900000000
2023-08-01T09:29:54Z,USD,299.9900000000,292.2800000000
2023-08-01T09:37:30Z,EUR,384.1400000000,345.7300000000
2023-08-01T09:40:43Z,USD,299.9900000000,297.2700000000
2023-08-01T09:57:09Z,EUR,384.1400000000,345.7300000000
2023-08-01T10:08:53Z,USD,39.9900000000,42.2300000000
2023-08-01T10:08:53Z,USD,39.9900000000,42.2300000000
2023-08-01T10:14:13Z,USD,199.9900000000,214.4900000000
2023-08-01T10:54:51Z,USD,199.9900000000,218.7400000000
2023-08-01T10:54:51Z,USD,14.9900000000,0.0000000000
2023-08-01T11:20:58Z,USD,299.9900000000,291.6700000000
2023-08-01T12:23:04Z,USD,249.9900000000,268.1100000000
2023-08-01T12:57:31Z,USD,179.9900000000,194.3900000000
2023-08-01T13:40:24Z,EUR,384.1400000000,345.7300000000
2023-08-01T14:25:46Z,USD,99.9900000000,105.4900000000
2023-08-01T14:25:46Z,USD,39.9900000000,42.1900000000
2023-08-01T14:25:46Z,USD,19.9900000000,21.0900000000
2023-08-01T14:25:46Z,USD,29.9900000000,31.6400000000
2023-08-01T14:54:56Z,USD,299.9900000000,320.9900000000
2023-08-01T18:15:33Z,USD,169.9900000000,0.0000000000
2023-08-01T18:15:33Z,USD,199.9900000000,0.0000000000
2023-08-01T18:15:33Z,USD,179.9900000000,0.0000000000
2023-08-01T18:23:18Z,USD,179.9900000000,190.7900000000
2023-08-01T18:44:57Z,USD,199.9900000000,215.9900000000
2023-08-01T20:11:19Z,USD,299.9900000000,292.5500000000
2023-08-01T20:23:41Z,USD,299.9900000000,318.6600000000
2023-08-01T23:45:08Z,USD,149.9800000000,162.3800000000
2023-08-02T03:07:13Z,EUR,110.0700000000,110.0700000000
2023-08-02T03:07:13Z,EUR,33.0100000000,33.0100000000
2023-08-02T03:07:13Z,EUR,44.0200000000,44.0200000000
2023-08-02T03:30:25Z,EUR,27.5100000000,27.5100000000
2023-08-02T06:52:30Z,USD,179.9900000000,194.8700000000
2023-08-02T07:35:02Z,USD,99.9900000000,106.9900000000
2023-08-02T07:37:46Z,USD,199.9900000000,217.7400000000
2023-08-02T08:00:08Z,USD,39.9900000000,42.7900000000
2023-08-02T14:19:01Z,USD,299.9900000000,317.9900000000
2023-08-02T15:55:52Z,EUR,263.4700000000,263.4700000000
2023-08-02T15:55:52Z,EUR,252.4900000000,252.4900000000
2023-08-02T15:55:52Z,EUR,16.4600000000,0.0000000000
2023-08-02T15:55:52Z,EUR,384.2300000000,384.2300000000
2023-08-02T15:55:52Z,EUR,164.6600000000,164.6600000000
2023-08-02T15:55:52Z,EUR,32.9200000000,32.9200000000
2023-08-02T15:55:52Z,EUR,87.8200000000,87.8200000000
2023-08-02T15:55:52Z,EUR,32.9200000000,32.9200000000
2023-08-02T17:51:21Z,USD,179.9900000000,388.7800000000
2023-08-02T19:03:55Z,USD,189.9900000000,200.4400000000
2023-08-02T20:00:39Z,USD,179.9900000000,197.5400000000
2023-08-02T20:47:56Z,USD,179.9900000000,195.9600000000
2023-08-02T23:37:02Z,EUR,365.3900000000,328.8600000000
2023-08-03T00:24:29Z,USD,189.9900000000,208.0400000000
2023-08-03T02:24:30Z,EUR,164.1400000000,164.1400000000
2023-08-03T03:17:33Z,EUR,109.4200000000,109.4200000000
2023-08-03T04:50:26Z,EUR,383.0100000000,344.7100000000
2023-08-03T05:30:46Z,GBP,37.9300000000,75.8600000000
2023-08-03T05:30:46Z,GBP,164.3900000000,164.3900000000
2023-08-03T06:07:21Z,EUR,10.9200000000,21.8400000000
2023-08-03T06:50:59Z,USD,99.9900000000,109.4900000000
2023-08-03T07:50:18Z,GBP,290.8600000000,290.8600000000
2023-08-03T07:50:18Z,GBP,164.3900000000,164.3900000000
2023-08-03T08:40:59Z,EUR,251.4800000000,251.4800000000
2023-08-03T08:40:59Z,EUR,16.3900000000,0.0000000000
2023-08-03T09:28:56Z,EUR,109.3400000000,109.3400000000
2023-08-03T10:16:43Z,USD,99.9900000000,109.4900000000
2023-08-03T10:28:48Z,GBP,113.8100000000,113.8100000000
2023-08-03T10:34:15Z,USD,299.9900000000,0.0000000000
2023-08-03T10:37:18Z,USD,29.9900000000,32.8300000000
2023-08-03T11:23:02Z,USD,159.9900000000,171.9900000000
2023-08-03T12:03:59Z,USD,99.9900000000,108.6900000000
2023-08-03T12:05:34Z,USD,99.9900000000,220.1800000000
2023-08-03T12:10:43Z,EUR,109.3400000000,109.3400000000
2023-08-03T13:13:58Z,USD,99.9900000000,106.9900000000
2023-08-03T13:13:58Z,USD,249.9900000000,267.4900000000
2023-08-03T14:03:42Z,USD,179.9900000000,190.7900000000
2023-08-03T14:04:08Z,USD,79.9900000000,85.5900000000
2023-08-03T14:43:16Z,EUR,382.7000000000,344.4300000000
2023-08-03T15:15:27Z,GBP,202.3300000000,202.3300000000
2023-08-03T19:54:59Z,USD,11.9900000000,12.7100000000
2023-08-03T22:27:05Z,USD,299.9900000000,293.9600000000
2023-08-03T23:58:32Z,USD,199.9900000000,199.9900000000
2023-08-03T23:58:32Z,USD,99.9900000000,99.9900000000
2023-08-03T23:58:32Z,USD,149.9900000000,149.9900000000
2023-08-03T23:58:32Z,USD,39.9900000000,39.9900000000
2023-08-03T23:58:32Z,USD,29.9900000000,29.9900000000
2023-08-04T00:34:00Z,USD,99.9900000000,108.2400000000
2023-08-04T01:33:13Z,GBP,114.4300000000,114.4300000000
2023-08-04T02:27:13Z,EUR,251.8600000000,251.8600000000
2023-08-04T03:17:43Z,EUR,16.4200000000,16.4200000000
2023-08-04T04:17:46Z,EUR,14.2300000000,14.2300000000
2023-08-04T04:17:46Z,EUR,87.6000000000,87.6000000000
2023-08-04T07:27:27Z,USD,129.9900000000,0.0000000000
2023-08-04T07:27:27Z,USD,169.9900000000,0.0000000000
2023-08-04T07:27:27Z,USD,199.9900000000,0.0000000000
2023-08-04T07:47:52Z,USD,99.9900000000,106.2400000000
2023-08-04T08:21:12Z,EUR,164.0600000000,164.0600000000
2023-08-04T09:20:50Z,USD,199.9900000000,211.9900000000
2023-08-04T09:20:50Z,USD,199.9900000000,211.9900000000
2023-08-04T09:20:50Z,USD,14.9900000000,0.0000000000
2023-08-04T09:20:50Z,USD,19.9900000000,0.0000000000
2023-08-04T09:51:26Z,USD,179.9900000000,188.0000000000
2023-08-04T10:56:38Z,USD,69.9900000000,75.0500000000
2023-08-04T11:07:30Z,USD,169.9900000000,184.0100000000
2023-08-04T11:34:47Z,USD,149.9900000000,165.3600000000
2023-08-04T11:34:47Z,USD,14.9900000000,0.0000000000
2023-08-04T12:05:51Z,EUR,43.7400000000,43.7400000000
2023-08-04T12:05:51Z,EUR,32.8000000000,32.8000000000
2023-08-04T12:55:32Z,USD,39.9900000000,43.2900000000
2023-08-04T12:55:32Z,USD,29.9900000000,32.4600000000
2023-08-04T12:55:32Z,USD,199.9900000000,216.4900000000
2023-08-04T13:48:22Z,EUR,262.5000000000,262.5000000000
2023-08-04T13:49:19Z,EUR,251.5600000000,251.5600000000
2023-08-04T13:49:19Z,EUR,16.4000000000,0.0000000000
2023-08-04T14:19:57Z,EUR,273.4300000000,273.4300000000
2023-08-04T14:31:19Z,GBP,203.1100000000,203.1100000000
2023-08-04T14:31:19Z,GBP,152.3300000000,152.3300000000
2023-08-04T14:31:19Z,GBP,177.7200000000,177.7200000000
2023-08-04T14:35:52Z,USD,99.9900000000,108.2400000000
2023-08-04T15:03:12Z,USD,299.9900000000,288.9000000000
2023-08-04T17:51:56Z,CAD,100.9000000000,114.0200000000
2023-08-04T17:51:56Z,CAD,149.4900000000,168.9200000000
2023-08-04T19:26:00Z,USD,19.9900000000,21.6400000000
2023-08-04T19:49:43Z,USD,99.9900000000,107.7400000000
2023-08-04T19:59:24Z,USD,99.9900000000,109.2400000000
2023-08-05T06:17:23Z,GBP,382.4300000000,344.1900000000
2023-08-05T06:31:51Z,USD,79.9900000000,176.3800000000
2023-08-05T06:31:51Z,USD,49.9900000000,110.2300000000
2023-08-05T06:31:51Z,USD,69.9900000000,77.1600000000
2023-08-05T08:46:34Z,USD,149.9900000000,162.3600000000
2023-08-05T09:26:40Z,USD,249.9900000000,541.8500000000
2023-08-05T09:26:40Z,USD,299.9900000000,325.1200000000
2023-08-05T11:45:23Z,CAD,100.8600000000,113.9700000000
2023-08-05T13:41:27Z,EUR,363.8400000000,363.8400000000
2023-08-05T20:32:29Z,USD,199.9900000000,212.4900000000
2023-08-05T20:32:29Z,USD,19.9900000000,0.0000000000
2023-08-05T22:19:22Z,USD,199.9900000000,211.9900000000
2023-08-05T22:19:22Z,USD,19.9900000000,0.0000000000
2023-08-06T01:09:13Z,USD,179.9900000000,194.8400000000
2023-08-06T02:21:38Z,GBP,114.7200000000,0.0000000000
2023-08-06T02:21:38Z,GBP,63.7300000000,0.0000000000
2023-08-06T08:19:29Z,EUR,165.3800000000,165.3800000000
2023-08-06T10:14:03Z,EUR,363.8400000000,363.8400000000
2023-08-06T11:09:38Z,GBP,165.7100000000,165.7100000000
2023-08-06T12:04:41Z,USD,14.9900000000,16.3200000000
2023-08-06T12:04:41Z,USD,19.9900000000,21.7600000000
2023-07-25T13:42:17Z,USD,299.9900000000,325.1100000000
2023-07-25T13:42:17Z,USD,169.9900000000,184.2300000000
2023-07-25T15:37:31Z,GBP,243.7600000000,243.7600000000
2023-07-25T15:59:35Z,USD,179.9900000000,190.7900000000
2023-07-25T16:34:46Z,USD,249.9900000000,270.6100000000
2023-07-25T17:07:42Z,USD,199.9900000000,216.4900000000
2023-07-25T17:07:42Z,USD,14.9900000000,0.0000000000
2023-07-25T17:20:42Z,USD,79.9900000000,79.9900000000
2023-07-25T17:35:57Z,USD,87.9900000000,92.8300000000
2023-07-25T18:11:37Z,USD,179.9900000000,193.0400000000
2023-07-25T19:02:31Z,USD,299.9900000000,326.6100000000
2023-07-25T19:02:31Z,USD,129.9900000000,0.0000000000
2023-07-25T21:07:46Z,USD,299.9900000000,323.9900000000
2023-07-25T21:07:46Z,USD,49.9900000000,53.9900000000
2023-07-25T21:18:32Z,USD,299.9900000000,325.7900000000
2023-07-25T21:18:32Z,USD,149.9900000000,162.8900000000
2023-07-25T21:18:32Z,USD,29.9900000000,32.5700000000
2023-07-25T21:18:32Z,USD,179.9900000000,195.4700000000
2023-07-26T00:23:23Z,EUR,187.8400000000,187.8400000000
2023-07-26T00:23:23Z,EUR,16.5600000000,16.5600000000
2023-07-26T02:38:54Z,EUR,254.1400000000,254.1400000000
2023-07-26T02:38:54Z,EUR,16.5600000000,0.0000000000
2023-07-26T03:28:36Z,EUR,187.8400000000,187.8400000000
2023-07-26T06:43:30Z,USD,299.9900000000,323.2400000000
2023-07-26T08:56:01Z,EUR,188.0600000000,188.0600000000
2023-07-26T08:56:01Z,EUR,27.6500000000,27.6500000000
2023-07-26T09:56:42Z,USD,299.9900000000,323.9900000000
2023-07-26T09:56:42Z,USD,49.9900000000,53.9900000000
2023-07-26T09:59:40Z,USD,179.9900000000,373.3000000000
2023-07-26T10:03:19Z,EUR,33.1800000000,33.1800000000
2023-07-26T11:29:47Z,USD,199.9900000000,215.4900000000
2023-07-26T11:29:47Z,USD,19.9900000000,0.0000000000
2023-07-26T12:42:10Z,USD,29.9900000000,32.6900000000
2023-07-26T12:42:10Z,USD,79.9900000000,87.1900000000
2023-07-26T12:42:10Z,USD,39.9900000000,43.5900000000
2023-07-26T15:25:55Z,GBP,245.2900000000,245.2900000000
2023-07-26T16:41:44Z,USD,129.9900000000,0.0000000000
2023-07-26T16:41:44Z,USD,99.9900000000,0.0000000000
2023-07-26T20:37:00Z,USD,149.9900000000,138.6600000000
2023-07-26T21:41:05Z,USD,149.9900000000,160.8600000000
2023-07-27T03:40:25Z,EUR,55.3800000000,110.7600000000
2023-07-27T04:55:06Z,EUR,55.3800000000,110.7600000000
2023-07-27T05:03:02Z,GBP,387.8000000000,387.8000000000
2023-07-27T05:03:02Z,GBP,297.3100000000,297.3100000000
2023-07-27T05:55:08Z,EUR,55.6800000000,111.3600000000
2023-07-27T08:29:53Z,USD,249.9900000000,264.9900000000
2023-07-27T08:33:14Z,GBP,259.2800000000,259.2800000000
2023-07-27T08:33:14Z,GBP,19.4300000000,0.0000000000
2023-07-27T08:35:03Z,USD,8.9900000000,9.6200000000
2023-07-27T08:35:03Z,USD,14.9900000000,16.0400000000
2023-07-27T09:00:20Z,USD,149.9900000000,158.2400000000
2023-07-27T09:49:28Z,EUR,55.6800000000,111.3600000000
2023-07-27T09:56:07Z,EUR,389.8500000000,389.8500000000
2023-07-27T11:14:02Z,EUR,8.9000000000,8.9000000000
2023-07-27T11:14:02Z,EUR,111.3800000000,111.3800000000
2023-07-27T11:14:02Z,EUR,44.5400000000,44.5400000000
2023-07-27T11:30:52Z,EUR,144.7900000000,144.7900000000
2023-07-27T11:30:52Z,EUR,256.1800000000,256.1800000000
2023-07-27T11:30:52Z,EUR,16.7000000000,0.0000000000
2023-07-27T12:56:35Z,USD,179.9900000000,194.8400000000
2023-07-27T14:58:58Z,USD,149.9900000000,323.9800000000
2023-07-27T14:58:58Z,USD,149.9900000000,161.9900000000
2023-07-27T14:58:58Z,USD,149.9900000000,161.9900000000
2023-07-27T14:58:58Z,USD,29.9900000000,64.7800000000
2023-07-27T14:58:58Z,USD,99.9900000000,215.9700000000
2023-07-27T15:49:19Z,USD,299.9900000000,322.4100000000
2023-07-27T16:13:46Z,USD,39.9900000000,42.7900000000
2023-07-27T16:13:46Z,USD,39.9900000000,42.7900000000
2023-07-27T16:13:46Z,USD,14.9900000000,16.0400000000
2023-07-27T16:49:03Z,USD,39.9900000000,42.3900000000
2023-07-27T17:36:57Z,USD,299.9900000000,328.4900000000
2023-07-27T18:28:28Z,USD,8.9900000000,9.7300000000
2023-07-27T22:46:36Z,USD,179.9900000000,195.7400000000
2023-07-28T08:11:15Z,PLN,256.7400000000,256.7400000000
2023-07-28T10:09:08Z,USD,149.9900000000,160.4900000000
2023-07-28T10:09:08Z,USD,99.9900000000,106.9900000000
2023-07-28T10:09:08Z,USD,199.9900000000,213.9900000000
2023-07-28T10:09:08Z,USD,79.9900000000,85.5900000000
2023-07-28T12:13:08Z,GBP,398.9400000000,398.9400000000
2023-07-28T12:19:29Z,USD,149.9900000000,160.1100000000
2023-07-28T12:19:29Z,USD,129.9900000000,138.7700000000
2023-07-28T13:23:14Z,USD,8.9900000000,8.9900000000
2023-07-28T13:57:30Z,USD,199.9900000000,213.4900000000
2023-07-28T13:57:30Z,USD,14.9900000000,0.0000000000
2023-07-28T14:00:46Z,USD,129.9900000000,139.5800000000
2023-07-28T14:00:46Z,USD,199.9900000000,214.7400000000
2023-07-28T14:00:46Z,USD,299.9900000000,322.1100000000
2023-07-28T14:00:46Z,USD,19.9900000000,21.4600000000
2023-07-28T15:02:53Z,GBP,38.6000000000,38.6000000000
2023-07-28T15:27:05Z,USD,249.9900000000,267.4900000000
2023-07-28T15:27:05Z,USD,19.9900000000,21.3900000000
2023-07-28T16:53:17Z,USD,19.9900000000,21.5900000000
2023-07-28T18:07:31Z,USD,179.9900000000,192.1400000000
2023-07-28T18:32:24Z,USD,149.9900000000,158.9900000000
2023-07-28T22:07:32Z,USD,199.9900000000,0.0000000000
2023-07-28T22:07:32Z,USD,19.9900000000,0.0000000000
2023-07-29T00:50:53Z,USD,179.9900000000,192.5900000000
2023-07-29T02:56:19Z,EUR,253.7100000000,253.7100000000
2023-07-29T03:07:51Z,GBP,256.9100000000,256.9100000000
2023-07-29T03:07:51Z,GBP,19.2600000000,0.0000000000
2023-07-29T08:08:55Z,USD,199.9900000000,215.9900000000
2023-07-29T12:23:07Z,USD,179.9900000000,193.0400000000
2023-07-29T15:01:02Z,USD,8.9900000000,9.6600000000
2023-07-29T17:09:26Z,USD,9.9900000000,10.8100000000
2023-07-29T19:06:54Z,USD,179.9900000000,192.5900000000
2023-07-30T05:33:59Z,EUR,220.7200000000,220.7200000000
2023-07-30T06:57:35Z,EUR,132.4300000000,132.4300000000
2023-07-30T06:57:35Z,EUR,27.5800000000,27.5800000000
2023-07-30T06:57:35Z,EUR,187.6100000000,187.6100000000
2023-07-30T06:57:35Z,EUR,110.3500000000,110.3500000000
2023-07-30T08:50:13Z,USD,179.9900000000,194.8400000000
2023-07-30T09:39:19Z,EUR,253.8300000000,253.8300000000
2023-07-30T09:39:19Z,EUR,16.5400000000,0.0000000000
2023-07-30T09:39:19Z,EUR,16.5400000000,16.5400000000
2023-07-30T09:39:19Z,EUR,16.5400000000,16.5400000000
2023-07-30T09:39:57Z,EUR,8.8200000000,8.8200000000
2023-07-30T11:23:25Z,USD,14.9900000000,0.0000000000
2023-07-30T11:23:25Z,USD,129.9900000000,142.3300000000
2023-07-30T11:23:25Z,USD,199.9900000000,219.0000000000
2023-07-30T12:57:37Z,USD,299.9900000000,317.9900000000
2023-07-30T16:22:36Z,USD,149.9900000000,159.7400000000
2023-07-30T17:33:39Z,USD,179.9900000000,379.0600000000
2023-07-30T17:33:39Z,USD,299.9900000000,315.8900000000
2023-07-30T17:33:39Z,USD,199.9900000000,210.5900000000
2023-07-30T17:33:39Z,USD,169.9900000000,179.0000000000
2023-07-30T18:14:37Z,USD,199.9900000000,220.4900000000
2023-07-30T18:14:37Z,USD,19.9900000000,0.0000000000
2023-07-30T18:30:12Z,EUR,33.0600000000,33.0600000000
2023-07-30T18:30:12Z,EUR,55.1100000000,55.1100000000
2023-07-30T19:01:42Z,USD,129.9900000000,139.4100000000
2023-07-31T02:15:13Z,USD,129.9900000000,0.0000000000
2023-07-31T04:00:37Z,USD,179.9900000000,189.8900000000
2023-07-31T05:33:14Z,USD,179.9900000000,191.1500000000
2023-07-31T07:19:31Z,USD,39.9900000000,43.5400000000
2023-07-31T07:19:31Z,USD,129.9900000000,141.5300000000
2023-07-31T07:41:12Z,USD,299.9900000000,287.5500000000
2023-07-31T09:31:51Z,EUR,187.4500000000,187.4500000000
2023-07-31T09:31:51Z,EUR,22.0400000000,0.0000000000
2023-07-31T12:52:32Z,EUR,5.5000000000,5.5000000000
2023-07-31T12:52:32Z,EUR,8.8100000000,8.8100000000
2023-07-31T12:52:32Z,EUR,11.0200000000,11.0200000000
2023-07-31T13:44:30Z,USD,8.9900000000,9.9100000000
2023-07-31T13:44:30Z,USD,9.9900000000,11.0200000000
2023-07-31T14:36:23Z,GBP,180.0500000000,180.0500000000
2023-07-31T14:40:31Z,USD,199.9900000000,199.9900000000
2023-07-31T15:45:56Z,USD,149.9900000000,159.3600000000
2023-07-31T16:20:39Z,USD,129.9900000000,143.3100000000
2023-07-31T16:22:03Z,EUR,8.8100000000,17.6200000000
2023-07-31T16:59:27Z,USD,149.9900000000,162.9300000000
2023-07-31T17:09:50Z,CAD,204.3000000000,228.8200000000
2023-07-31T17:09:50Z,CAD,15.1300000000,0.0000000000
2023-07-31T18:53:36Z,USD,39.9900000000,84.7800000000
2023-07-31T20:42:49Z,USD,199.9900000000,217.7400000000
2023-07-31T23:33:39Z,EUR,87.9600000000,87.9600000000
2023-07-31T23:34:57Z,USD,299.9900000000,292.2800000000
2023-08-01T00:02:17Z,USD,179.9900000000,192.5900000000
2023-08-01T00:02:17Z,USD,499.9900000000,534.9900000000
